"Popolazione residente per età e sesso al 1° gennaio 2025 (dati provvisori)"
"Codice regione";"Regione";"Età";"Totale maschi";"Totale femmine";"Totale"
"13";"Abruzzo";0;3842;3577;7419
"13";"Abruzzo";1;4010;3653;7663
"13";"Abruzzo";2;4260;3873;8133
"13";"Abruzzo";3;4298;4163;8461
"13";"Abruzzo";4;4456;4163;8619
"13";"Abruzzo";5;4524;4308;8832
"13";"Abruzzo";6;4701;4487;9188
"13";"Abruzzo";7;5054;4718;9772
"13";"Abruzzo";8;5285;4964;10249
"13";"Abruzzo";9;5415;5045;10460
"13";"Abruzzo";10;5484;5167;10651
"13";"Abruzzo";11;5522;5197;10719
"13";"Abruzzo";12;5813;5529;11342
"13";"Abruzzo";13;6000;5470;11470
"13";"Abruzzo";14;6052;5707;11759
"13";"Abruzzo";15;6011;5571;11582
"13";"Abruzzo";16;6205;5823;12028
"13";"Abruzzo";17;6090;5747;11837
"13";"Abruzzo";18;6130;5632;11762
"13";"Abruzzo";19;6272;5804;12076
"13";"Abruzzo";20;6501;5735;12236
"13";"Abruzzo";21;6330;5703;12033
"13";"Abruzzo";22;6318;5608;11926
"13";"Abruzzo";23;6402;5856;12258
"13";"Abruzzo";24;6748;5828;12576
"13";"Abruzzo";25;6633;5897;12530
"13";"Abruzzo";26;6713;5959;12672
"13";"Abruzzo";27;6680;5909;12589
"13";"Abruzzo";28;6634;6049;12683
"13";"Abruzzo";29;6649;5885;12534
"13";"Abruzzo";30;6706;6168;12874
"13";"Abruzzo";31;6892;6286;13178
"13";"Abruzzo";32;7107;6495;13602
"13";"Abruzzo";33;7049;6567;13616
"13";"Abruzzo";34;7217;6800;14017
"13";"Abruzzo";35;7337;6701;14038
"13";"Abruzzo";36;7359;6954;14313
"13";"Abruzzo";37;7131;6912;14043
"13";"Abruzzo";38;7316;7204;14520
"13";"Abruzzo";39;7577;7437;15014
"13";"Abruzzo";40;7728;7503;15231
"13";"Abruzzo";41;7757;7549;15306
"13";"Abruzzo";42;7963;8048;16011
"13";"Abruzzo";43;8025;7869;15894
"13";"Abruzzo";44;8257;8076;16333
"13";"Abruzzo";45;8598;8455;17053
"13";"Abruzzo";46;8939;8698;17637
"13";"Abruzzo";47;9002;8775;17777
"13";"Abruzzo";48;9303;9256;18559
"13";"Abruzzo";49;9396;9669;19065
"13";"Abruzzo";50;9934;9904;19838
"13";"Abruzzo";51;9666;9981;19647
"13";"Abruzzo";52;9956;10219;20175
"13";"Abruzzo";53;9990;10537;20527
"13";"Abruzzo";54;9831;10206;20037
"13";"Abruzzo";55;10324;10608;20932
"13";"Abruzzo";56;10211;10490;20701
"13";"Abruzzo";57;10148;10704;20852
"13";"Abruzzo";58;10300;10749;21049
"13";"Abruzzo";59;10326;10756;21082
"13";"Abruzzo";60;10432;10716;21148
"13";"Abruzzo";61;9700;10205;19905
"13";"Abruzzo";62;9295;9813;19108
"13";"Abruzzo";63;8885;9828;18713
"13";"Abruzzo";64;8819;9594;18413
"13";"Abruzzo";65;8625;9412;18037
"13";"Abruzzo";66;8259;9010;17269
"13";"Abruzzo";67;8105;8812;16917
"13";"Abruzzo";68;8100;8573;16673
"13";"Abruzzo";69;7832;8722;16554
"13";"Abruzzo";70;7581;8485;16066
"13";"Abruzzo";71;7070;7889;14959
"13";"Abruzzo";72;6951;7769;14720
"13";"Abruzzo";73;6714;7906;14620
"13";"Abruzzo";74;7013;7913;14926
"13";"Abruzzo";75;7004;8030;15034
"13";"Abruzzo";76;6860;8085;14945
"13";"Abruzzo";77;6459;7502;13961
"13";"Abruzzo";78;6114;7173;13287
"13";"Abruzzo";79;4330;5392;9722
"13";"Abruzzo";80;4537;5565;10102
"13";"Abruzzo";81;4213;5380;9593
"13";"Abruzzo";82;3805;5106;8911
"13";"Abruzzo";83;3665;4959;8624
"13";"Abruzzo";84;3911;5491;9402
"13";"Abruzzo";85;3703;5300;9003
"13";"Abruzzo";86;3049;4556;7605
"13";"Abruzzo";87;2811;4213;7024
"13";"Abruzzo";88;2261;3653;5914
"13";"Abruzzo";89;1984;3400;5384
"13";"Abruzzo";90;1564;2917;4481
"13";"Abruzzo";91;1319;2668;3987
"13";"Abruzzo";92;978;2050;3028
"13";"Abruzzo";93;807;1751;2558
"13";"Abruzzo";94;632;1537;2169
"13";"Abruzzo";95;417;1038;1455
"13";"Abruzzo";96;263;761;1024
"13";"Abruzzo";97;197;557;754
"13";"Abruzzo";98;106;376;482
"13";"Abruzzo";99;68;297;365
"13";"Abruzzo";100;121;487;608
"13";"Abruzzo";999;622936;645494;1268430
"17";"Basilicata";0;1591;1482;3073
"17";"Basilicata";1;1589;1507;3096
"17";"Basilicata";2;1726;1489;3215
"17";"Basilicata";3;1755;1608;3363
"17";"Basilicata";4;1864;1674;3538
"17";"Basilicata";5;1929;1749;3678
"17";"Basilicata";6;1904;1819;3723
"17";"Basilicata";7;2098;1875;3973
"17";"Basilicata";8;2073;1953;4026
"17";"Basilicata";9;2097;1987;4084
"17";"Basilicata";10;2084;2007;4091
"17";"Basilicata";11;2112;1944;4056
"17";"Basilicata";12;2352;2116;4468
"17";"Basilicata";13;2293;2136;4429
"17";"Basilicata";14;2355;2234;4589
"17";"Basilicata";15;2500;2270;4770
"17";"Basilicata";16;2585;2349;4934
"17";"Basilicata";17;2601;2343;4944
"17";"Basilicata";18;2700;2397;5097
"17";"Basilicata";19;2733;2405;5138
"17";"Basilicata";20;2868;2658;5526
"17";"Basilicata";21;2960;2526;5486
"17";"Basilicata";22;2908;2627;5535
"17";"Basilicata";23;2959;2569;5528
"17";"Basilicata";24;3075;2639;5714
"17";"Basilicata";25;3089;2681;5770
"17";"Basilicata";26;3119;2536;5655
"17";"Basilicata";27;3029;2590;5619
"17";"Basilicata";28;3023;2521;5544
"17";"Basilicata";29;2960;2600;5560
"17";"Basilicata";30;2940;2683;5623
"17";"Basilicata";31;3024;2615;5639
"17";"Basilicata";32;3219;2841;6060
"17";"Basilicata";33;3055;2798;5853
"17";"Basilicata";34;3232;2934;6166
"17";"Basilicata";35;3201;2828;6029
"17";"Basilicata";36;3179;2862;6041
"17";"Basilicata";37;3177;2811;5988
"17";"Basilicata";38;3115;2799;5914
"17";"Basilicata";39;3233;2951;6184
"17";"Basilicata";40;3262;3060;6322
"17";"Basilicata";41;3243;3101;6344
"17";"Basilicata";42;3241;3231;6472
"17";"Basilicata";43;3240;3152;6392
"17";"Basilicata";44;3285;3171;6456
"17";"Basilicata";45;3444;3252;6696
"17";"Basilicata";46;3632;3439;7071
"17";"Basilicata";47;3544;3673;7217
"17";"Basilicata";48;3942;3818;7760
"17";"Basilicata";49;3828;3965;7793
"17";"Basilicata";50;4009;3989;7998
"17";"Basilicata";51;3978;3990;7968
"17";"Basilicata";52;3970;4151;8121
"17";"Basilicata";53;4015;4169;8184
"17";"Basilicata";54;4067;4261;8328
"17";"Basilicata";55;4288;4284;8572
"17";"Basilicata";56;4180;4319;8499
"17";"Basilicata";57;4302;4502;8804
"17";"Basilicata";58;4094;4478;8572
"17";"Basilicata";59;4265;4461;8726
"17";"Basilicata";60;4406;4619;9025
"17";"Basilicata";61;4180;4328;8508
"17";"Basilicata";62;4237;4334;8571
"17";"Basilicata";63;3968;4315;8283
"17";"Basilicata";64;3890;4204;8094
"17";"Basilicata";65;3746;3998;7744
"17";"Basilicata";66;3666;3866;7532
"17";"Basilicata";67;3402;3901;7303
"17";"Basilicata";68;3554;3860;7414
"17";"Basilicata";69;3482;3606;7088
"17";"Basilicata";70;3352;3686;7038
"17";"Basilicata";71;3140;3293;6433
"17";"Basilicata";72;2958;3313;6271
"17";"Basilicata";73;2883;3262;6145
"17";"Basilicata";74;2993;3300;6293
"17";"Basilicata";75;2979;3266;6245
"17";"Basilicata";76;2900;3418;6318
"17";"Basilicata";77;2584;3082;5666
"17";"Basilicata";78;2286;2714;5000
"17";"Basilicata";79;1667;2157;3824
"17";"Basilicata";80;1670;2010;3680
"17";"Basilicata";81;1577;1963;3540
"17";"Basilicata";82;1447;1953;3400
"17";"Basilicata";83;1405;1851;3256
"17";"Basilicata";84;1570;2107;3677
"17";"Basilicata";85;1473;2133;3606
"17";"Basilicata";86;1304;1960;3264
"17";"Basilicata";87;1140;1863;3003
"17";"Basilicata";88;984;1621;2605
"17";"Basilicata";89;804;1450;2254
"17";"Basilicata";90;700;1300;2000
"17";"Basilicata";91;564;1089;1653
"17";"Basilicata";92;439;834;1273
"17";"Basilicata";93;337;702;1039
"17";"Basilicata";94;250;606;856
"17";"Basilicata";95;187;451;638
"17";"Basilicata";96;113;317;430
"17";"Basilicata";97;97;235;332
"17";"Basilicata";98;51;168;219
"17";"Basilicata";99;29;106;135
"17";"Basilicata";100;55;173;228
"17";"Basilicata";999;262604;267293;529897
"18";"Calabria";0;6523;6224;12747
"18";"Calabria";1;6808;6447;13255
"18";"Calabria";2;6986;6466;13452
"18";"Calabria";3;6829;6488;13317
"18";"Calabria";4;7174;6878;14052
"18";"Calabria";5;7492;7085;14577
"18";"Calabria";6;7844;7293;15137
"18";"Calabria";7;7997;7591;15588
"18";"Calabria";8;8144;7722;15866
"18";"Calabria";9;8329;7876;16205
"18";"Calabria";10;8439;7832;16271
"18";"Calabria";11;8345;7990;16335
"18";"Calabria";12;8790;8040;16830
"18";"Calabria";13;8825;8227;17052
"18";"Calabria";14;8964;8588;17552
"18";"Calabria";15;9248;8530;17778
"18";"Calabria";16;9112;8895;18007
"18";"Calabria";17;9467;8739;18206
"18";"Calabria";18;9869;9005;18874
"18";"Calabria";19;9737;8932;18669
"18";"Calabria";20;10176;9175;19351
"18";"Calabria";21;9933;9083;19016
"18";"Calabria";22;9824;8931;18755
"18";"Calabria";23;9972;9331;19303
"18";"Calabria";24;10277;9434;19711
"18";"Calabria";25;10196;9315;19511
"18";"Calabria";26;10338;9411;19749
"18";"Calabria";27;9942;9227;19169
"18";"Calabria";28;10170;9119;19289
"18";"Calabria";29;10007;9354;19361
"18";"Calabria";30;10291;9443;19734
"18";"Calabria";31;10530;9816;20346
"18";"Calabria";32;10625;10226;20851
"18";"Calabria";33;10718;10257;20975
"18";"Calabria";34;11021;10332;21353
"18";"Calabria";35;11238;10643;21881
"18";"Calabria";36;11291;10863;22154
"18";"Calabria";37;11049;10953;22002
"18";"Calabria";38;11168;10860;22028
"18";"Calabria";39;11205;11033;22238
"18";"Calabria";40;11669;11012;22681
"18";"Calabria";41;11427;11204;22631
"18";"Calabria";42;11608;11607;23215
"18";"Calabria";43;11615;11569;23184
"18";"Calabria";44;11949;11844;23793
"18";"Calabria";45;12105;12204;24309
"18";"Calabria";46;12315;12220;24535
"18";"Calabria";47;12329;12952;25281
"18";"Calabria";48;13016;13440;26456
"18";"Calabria";49;12977;13370;26347
"18";"Calabria";50;13134;13658;26792
"18";"Calabria";51;13037;13654;26691
"18";"Calabria";52;13059;13948;27007
"18";"Calabria";53;13147;14184;27331
"18";"Calabria";54;13059;13986;27045
"18";"Calabria";55;13547;14898;28445
"18";"Calabria";56;13484;14582;28066
"18";"Calabria";57;13612;14740;28352
"18";"Calabria";58;13597;14870;28467
"18";"Calabria";59;13596;14664;28260
"18";"Calabria";60;14118;15316;29434
"18";"Calabria";61;13314;14449;27763
"18";"Calabria";62;13201;14431;27632
"18";"Calabria";63;13002;14218;27220
"18";"Calabria";64;12961;13963;26924
"18";"Calabria";65;12587;13574;26161
"18";"Calabria";66;11564;12558;24122
"18";"Calabria";67;12052;12733;24785
"18";"Calabria";68;11505;12361;23866
"18";"Calabria";69;11328;12220;23548
"18";"Calabria";70;11289;11999;23288
"18";"Calabria";71;10519;11256;21775
"18";"Calabria";72;9757;10650;20407
"18";"Calabria";73;9781;10827;20608
"18";"Calabria";74;9782;10899;20681
"18";"Calabria";75;9676;10756;20432
"18";"Calabria";76;9418;10874;20292
"18";"Calabria";77;8970;10279;19249
"18";"Calabria";78;7908;9380;17288
"18";"Calabria";79;5928;7100;13028
"18";"Calabria";80;5910;6862;12772
"18";"Calabria";81;5352;6753;12105
"18";"Calabria";82;5099;6483;11582
"18";"Calabria";83;4659;6136;10795
"18";"Calabria";84;5032;6664;11696
"18";"Calabria";85;4505;6301;10806
"18";"Calabria";86;3740;5708;9448
"18";"Calabria";87;3443;5065;8508
"18";"Calabria";88;2915;4666;7581
"18";"Calabria";89;2511;4169;6680
"18";"Calabria";90;2129;3578;5707
"18";"Calabria";91;1799;3160;4959
"18";"Calabria";92;1322;2700;4022
"18";"Calabria";93;981;2104;3085
"18";"Calabria";94;791;1741;2532
"18";"Calabria";95;528;1257;1785
"18";"Calabria";96;377;913;1290
"18";"Calabria";97;274;672;946
"18";"Calabria";98;176;461;637
"18";"Calabria";99;119;336;455
"18";"Calabria";100;215;603;818
"18";"Calabria";999;899712;932435;1832147
"15";"Campania";0;21298;20036;41334
"15";"Campania";1;21952;20763;42715
"15";"Campania";2;22792;21596;44388
"15";"Campania";3;22367;21106;43473
"15";"Campania";4;23378;21980;45358
"15";"Campania";5;24125;22922;47047
"15";"Campania";6;24899;23222;48121
"15";"Campania";7;25709;24456;50165
"15";"Campania";8;25918;24452;50370
"15";"Campania";9;26294;24826;51120
"15";"Campania";10;26820;24996;51816
